State,Latitude,Longitude,Hour,Weather,Road_Type,Speed_Limit,Alcohol_Involved,Traffic_Density,Severity,Fatality,cluster_id,risk_level,timestamp
Maharashtra,18.89015952757147,73.13475441718084,10.320607473742472,Rain,Urban,59.62902534915686,1.0200744050966668,Low,2.9791440429071425,-0.002252125941309341,3.1236471095592955,,2023-12-02 10:00:00
Tamil Nadu,13.055537518301474,80.39467030401283,12.296081590287846,Fog,Urban,81.74775632313941,0.011202821945438797,Low,1.0475029241354923,-0.014407366187653535,2.99843255524257,High,2023-10-15 12:00:00
Uttar Pradesh,26.933409787060853,80.92167663180513,7.542425602168586,Fog,Rural,101.03949170720675,0.9853438280206431,Medium,2.026794183923702,-0.00964035837190993,3.0426623045860275,Medium,2023-10-31 12:00:00
Uttar Pradesh,26.17936419969367,80.95979022251403,14.837963476080255,Clear,Highway,61.2897970979569,-0.0261596069637239,Low,0.960256564266906,-0.00336980087228747,5.899242634343675,Low,2023-11-02 15:00:00
Maharashtra,18.515973042917537,72.85681040817961,12.286197941306183,Fog,Rural,80.92163888732901,0.013074717216745116,Medium,2.0161457072700695,-0.025868760808537904,0.9505341300125628,Medium,2023-12-16 12:00:00
Uttar Pradesh,26.608321634606288,80.86537562349292,8.014446359722333,Fog,Urban,81.06356463136265,0.9982120912589713,Low,1.9855857091635325,0.005357732160288352,2.092158338610924,Medium,2023-08-21 08:00:00
Maharashtra,18.711938506691382,72.57827698800295,22.626618539840404,Fog,Urban,59.226605328779264,-0.0334828536114697,High,1.9748168579098984,-0.011479766117593193,3.9811248228071077,Medium,2023-11-24 23:00:00
Uttar Pradesh,26.939904817278336,81.25592080618388,19.15938210069486,Clear,Highway,59.77677395951745,-0.037922701430793564,Medium,0.9451693533664668,0.00574405273030508,8.84139269716189,Low,2023-06-15 19:00:00
Tamil Nadu,12.716976735928535,80.34737584994437,-0.24857740185206467,Clear,Urban,58.8873490554723,-0.023968377592280793,Medium,2.035868287601466,0.00500875671295398,3.016015272474428,Medium,2023-10-18 00:00:00
Maharashtra,18.744470307436067,72.9939703868074,2.6240539932424345,Fog,Urban,,0.04552567045643786,Low,1.9496671521884015,-0.0045469250431557015,7.055359558979481,Medium,2023-10-09 02:00:00
Delhi,29.2032467661687,77.13835766275594,8.537225485850664,Fog,Rural,60.76892442646914,0.05533375874415421,Medium,0.9980823187933362,0.008367622680946167,4.1970635897866275,Low,2023-07-24 08:00:00
Karnataka,12.84593853103899,77.41095363731569,14.210077565413725,Fog,Urban,60.151269726807854,0.005124896394643906,Low,0.9650767454747211,0.006215386903428692,1.1654368000717086,Low,2023-06-23 14:00:00
Maharashtra,19.137178999649073,72.82436759661536,18.473296131676452,Fog,Highway,61.47408606852354,0.003723691763617495,High,1.0286322240783108,-0.0025838562161220485,0.9907222527145252,Low,2023-12-29 18:00:00
Delhi,18.534075431058117,72.60634954455993,7.022531480022854,Clear,Highway,38.71706463915441,-0.00840828445633275,Medium,0.9876608737515217,,3.9214358410400485,Low,2023-12-09 07:00:00
Tamil Nadu,12.84483580806927,80.60106220277817,6.266184291273637,Fog,Highway,100.5622608985544,-0.023362898257154534,High,0.9950377071348393,0.009176198398178684,6.967229755023626,Low,2023-07-28 06:00:00
Delhi,28.173952383107842,77.29058711891304,18.308904033408368,Clear,Urban,39.715766348556485,0.9658004961710447,Low,2.0279321921398243,0.008982015868290663,6.98590324285584,Medium,2023-07-16 19:00:00
Maharashtra,18.737314965926533,72.76877722227245,21.085373257911005,Fog,Rural,40.1058530320723,1.0468409427144147,Low,2.0111662424667345,0.008736841086239669,5.07265407662956,,2023-02-25 21:00:00
Delhi,28.81888857266978,77.00875238830874,5.911257526720563,Clear,Rural,60.832124395931324,0.9776637919029736,Low,2.0004799358400125,-0.019979078606453374,2.149519982562084,Medium,2023-05-23 06:00:00
Tamil Nadu,12.807216618651854,80.50875567742304,6.407210136475821,Fog,Urban,39.758902119766574,-0.00207102723485467,High,0.9984030195149463,0.0008236345115838601,8.177965075105933,Low,2023-01-08 07:00:00
Maharashtra,18.96994876389157,72.85924298878452,6.971089946876298,Clear,Urban,100.61945858249099,-0.01124702557597849,Medium,0.9808685734106836,-0.013191930578666326,5.9408321347702735,Low,2023-01-31 07:00:00
Delhi,28.562654370163333,76.88189846122837,12.28634907280047,Clear,Urban,98.9212743001378,0.9894936793096734,Low,1.9418852148676167,-0.00021567024261690562,5.926504039878492,Medium,2023-12-23 12:00:00
Uttar Pradesh,27.505442790963137,81.13930632918695,21.328848228067628,Fog,Urban,58.13003577044632,1.0296486766368766,Low,1.9587203047242108,0.005969704822887754,2.939656838205961,Medium,2023-01-30 21:00:00
Uttar Pradesh,26.790312513890456,81.04630643574748,23.17539519366118,Fog,Highway,80.62609349248062,-0.03280011201581325,High,2.026515219911584,0.014544493409362015,-0.27732341691618057,Medium,2023-10-27 23:00:00
Tamil Nadu,12.779019437456041,80.38700716826058,15.811760833486174,Fog,Highway,41.960243071989105,0.011662123915699735,Low,0.9887138496929226,-0.00784592307410624,0.8273490405210076,Low,2023-11-01 16:00:00
Maharashtra,19.42476548911851,72.99633588457154,20.312551511819528,Clear,Urban,58.8804594404272,0.01820654849083279,Low,0.9754949731608514,-0.004396488744552102,8.995040282396662,Low,
Tamil Nadu,,80.56498949176711,20.827786748285664,Fog,Rural,81.37372913723149,0.996446104358937,High,,-0.000798945237813976,3.0544404365532336,Medium,2023-12-09 21:00:00
Karnataka,13.021241576513013,77.90212285016536,6.894162718184574,Rain,Urban,80.04880730320922,1.022327426338331,Low,2.936537080122047,-0.008150039671659443,5.070502684072933,High,2023-02-07 07:00:00
Maharashtra,18.352286671172074,72.83222219519828,13.891177560594315,Fog,Rural,38.49870144076245,0.0036914168148258135,Low,0.9740484190908745,0.008183731231109024,7.887968302082679,Low,2023-10-31 12:00:00
Delhi,28.306851285752273,77.33425168854835,11.215105722812035,Clear,Highway,78.72820389206603,0.0304292438240464,Medium,1.0327732508662797,-0.0005862032772887383,6.929506345999542,Low,2023-10-06 11:00:00
Karnataka,13.010454628168326,77.57430674123653,19.69052779887185,Fog,Rural,80.01774186413506,-0.038056378015790024,Low,0.9794415376038182,0.0010199311004659016,1.9613155863681386,Low,2023-05-16 19:00:00
Maharashtra,19.2825239519729,72.98582171382994,3.0429578290654775,Fog,Rural,79.54539005431681,0.9912803331242629,Low,3.0147797651088712,0.005186530813561859,8.9452934186711,High,2023-04-18 03:00:00
Karnataka,13.018075550538313,77.33273525543892,5.92463055688148,Fog,Rural,98.52430420617408,0.9982046126747837,Medium,1.9777443076882135,-0.000599726065692217,0.09875764807971092,Medium,2023-02-17 06:00:00
Tamil Nadu,13.069249402005154,80.30439251944254,7.909854462207262,Clear,Highway,58.095923578992426,0.9331926291210891,Medium,2.023577131027381,-0.0068371099883544695,1.8122254783586065,Medium,2023-10-31 12:00:00
Uttar Pradesh,26.75925671399517,80.84639957951308,22.043255355620644,Rain,Rural,39.04829933674854,-0.027149706811958767,Low,,-0.000527040585446131,1.8350308029962656,High,2023-10-07 22:00:00
Maharashtra,18.65209012260906,73.00416910210485,10.711957162818713,Fog,Rural,100.21783861037461,-0.020340647005399212,Low,0.9545377831581332,-0.007160276399287716,-0.04283722209021392,Low,2023-06-07 11:00:00
Karnataka,12.716351908309907,,1.0417995831234468,Rain,Urban,59.992805643739544,0.023705925645551032,High,2.990074389913424,0.0009030481723572133,4.803982069211407,High,2023-10-14 01:00:00
Tamil Nadu,12.916427439089787,79.95746337655245,19.15677199395866,Fog,Highway,59.436615557403414,-0.01767166196192221,,1.0676830838653018,0.008337427058531003,5.727207643992314,Low,2023-01-13 19:00:00
Delhi,29.11991932044678,77.08477056619152,23.072919260726973,Rain,Urban,60.22691837823012,0.9795473560058264,High,3.066054995970069,-0.009826386947520777,1.78562719052886,High,2023-12-26 23:00:00
Maharashtra,19.057702148554927,73.05442531153096,12.15911224146457,Clear,,61.16897546382509,1.0204378133425969,Low,2.0179553254225286,-0.012815275402415616,4.965160894567252,Medium,2023-06-06 12:00:00
Delhi,28.097046786076383,77.06151060295068,7.150837659292279,Clear,Rural,100.44299267657406,0.9595509101612568,Low,1.9949418968470998,0.00041187903697471244,4.090506012551432,Medium,2023-02-05 07:00:00
Karnataka,13.10220078864197,77.68991827567503,10.383815052123904,Fog,Rural,79.8636507527207,-0.05178279627493122,Medium,1.011215379752914,-0.006421136613249952,1.0934967589385978,Low,2023-05-14 11:00:00
Delhi,28.586574130242877,77.05129516293918,18.221474428665434,Rain,Highway,101.04313993451294,0.9909598966614374,Low,3.0116933143534994,1.000265486904889,5.227928422127764,High,2023-08-12 18:00:00
Uttar Pradesh,26.634091454868674,80.99103764111489,15.766651604553827,Clear,Urban,58.92114170645146,0.9638061463563936,High,1.9985279946620143,0.002679546501893281,0.014592949573080854,Medium,2023-12-29 16:00:00
Tamil Nadu,13.190513834871158,80.23081249251985,-0.38108294027623396,Fog,Rural,59.74719358834381,0.9647568643040481,High,3.0162728703782458,-0.017927727276378605,6.033904078880822,High,2023-10-31 12:00:00
Karnataka,13.318042548189089,77.54485030155261,18.615921967235877,Rain,Rural,79.77397997734221,1.0143363139471968,Low,3.007684532693489,0.005769236296773584,5.964056725144175,High,2023-06-17 19:00:00
Tamil Nadu,13.383295963224073,80.12637504837816,22.15076602226742,Rain,Rural,58.60968186547256,1.0219000626260248,Low,2.9883391599889686,-0.009781980982931794,5.971029951006098,High,2023-12-13 22:00:00
Delhi,28.42281690585542,77.14488588960371,18.922598579643655,Fog,Urban,39.52806732343441,1.0197222508057548,Medium,1.955889505047601,-0.00018689673773293055,4.2986402203028575,Medium,2023-04-18 19:00:00
Tamil Nadu,13.036840969737582,80.3110622402861,17.415087878501303,Fog,Rural,97.66777438591848,1.0277203236535775,Medium,1.9830216896551254,-0.005514438876864119,7.037514227454236,Medium,2023-12-12 18:00:00
Uttar Pradesh,26.879447814285903,81.14661985769149,15.405897591757713,Rain,Highway,39.394703810181525,0.03051525591851135,Medium,1.998802768858149,-0.010356760457172263,3.108589649221564,Medium,2023-04-16 15:00:00
Uttar Pradesh,27.24179862000096,80.81586024281377,9.499369873014468,Clear,Highway,78.9463600336364,-0.05321649672727483,High,,0.014166632947167133,2.835630984578032,Low,2023-03-17 10:00:00
Maharashtra,18.94572754726474,72.94384649779562,,Clear,Urban,41.78277006450618,1.0112606675028921,High,3.0110819728634657,0.002670046093401923,6.058911765455681,High,2023-11-19 01:00:00
Uttar Pradesh,26.735329260811145,81.06668197639445,6.0829390616037715,Fog,Rural,100.04280645091875,0.9867593617116827,Medium,1.98955542021372,0.007565942598960063,3.0944965746969975,Medium,2023-03-17 06:00:00
Maharashtra,18.71245691924335,72.80487820344828,3.3079633668215376,Rain,Highway,100.63489937159726,-0.018686217655091125,Low,2.9608959594118622,1.001262328131961,8.159373245166268,High,2023-05-08 03:00:00
Delhi,18.677994877355392,72.66881841755672,14.619588804629872,Clear,Urban,79.45059587404607,1.0140108243085864,High,1.9911934616571318,0.005185196473283478,9.090441952149984,Medium,2023-09-16 14:00:00
Tamil Nadu,,80.31525104535206,16.52542774126273,Rain,Highway,100.23371006096458,0.9567411973609349,High,2.962266656109121,0.0034905506909513424,3.9818080712873605,High,2023-05-07 17:00:00
Karnataka,13.377399046381118,77.64297773905325,15.98175198329167,Rain,Rural,80.73114124290892,0.9562208521832565,,2.9599109135929664,0.0021280261561526397,0.9756810799988123,,2023-05-27 16:00:00
Delhi,28.64095040790257,77.09085919725142,7.903903172753125,Rain,Urban,40.74694760434144,0.015839836959738934,High,2.0444935578508194,0.009259185847294564,1.989653582904334,Medium,2023-04-29 08:00:00
Tamil Nadu,13.457657630123627,80.43764079790023,22.15083838144348,Clear,Rural,40.87083443696628,,Low,2.9844968866859576,0.0013088609032061223,6.015385563494594,High,2023-06-19 22:00:00
Uttar Pradesh,26.978535744422135,81.00863487965111,14.074999773806084,Rain,Highway,99.58599919373529,1.0034184282646437,Low,2.97263578985156,0.01911078208922461,9.181957778646002,High,2023-12-23 14:00:00
Maharashtra,18.844882872698523,72.90850814335404,17.877400476912026,Rain,Urban,79.46008245727803,0.9780014449805536,Low,3.0597101832241167,0.008032961095402188,6.153966033046441,High,2023-08-03 18:00:00
Uttar Pradesh,26.89508059037071,80.83817676705188,22.846674303964946,Fog,Rural,58.2081681425505,1.0185963494289512,High,3.0300767109704103,-0.00953002103279937,3.108072383559508,High,2023-05-20 23:00:00
Tamil Nadu,13.659997424290532,80.19612122201131,14.611749252142838,Clear,Urban,100.58809083900596,0.017008128891489935,Medium,0.9862895941485387,-0.0014764917508253623,7.291271575007581,Low,2023-03-07 15:00:00
Uttar Pradesh,26.865648211541924,81.09368506300586,17.343533256629964,Clear,Urban,41.2165785089356,0.0021326826680962687,High,1.0157817550081851,0.00332077466149786,5.618725147910446,Low,2023-03-11 17:00:00
Tamil Nadu,13.615204950046293,80.09200585837652,5.159690295454843,Clear,Urban,81.81634077061435,-0.029433989257243033,Medium,0.9912983223121286,,6.9339634701044455,Low,2023-06-17 05:00:00
Karnataka,12.107691605711011,77.5623032321651,12.319157970544742,Rain,Urban,40.34300976623233,0.989368443439724,Medium,2.974436921411158,0.005744347825978995,-0.0016180649393149026,High,2023-10-04 12:00:00
Maharashtra,19.40224715690045,72.95828064982989,10.892058363734492,Clear,Rural,39.138487472546245,0.02094652741193988,Low,1.0175182980530972,0.0066654802023528555,2.9035085873164537,Low,2023-04-13 11:00:00
Maharashtra,19.141720861991526,72.83584329494526,18.77158254592614,Clear,Highway,98.09248770885475,0.03318086641186921,Low,0.9880317629794308,-0.011370276284370345,8.866544142528229,Low,2023-04-22 19:00:00
Tamil Nadu,12.94554020218306,80.36158928775295,21.625011142138067,Rain,Urban,41.17081881571085,-0.008163682240410372,Low,3.0027862251414104,0.01071369892274269,3.7535199423412435,High,2023-02-25 22:00:00
Uttar Pradesh,26.915764836280136,81.05715299527232,0.1248151852446963,Rain,Urban,97.98101030223133,0.9937579715347936,High,3.037693019475681,0.9958450971475302,2.9553120790556675,High,2023-02-08 00:00:00
Uttar Pradesh,26.22573397699442,81.25111700496767,21.638407283970107,Fog,Highway,79.61716578799648,-0.004042359986609926,Low,2.0336279710236767,-0.0049835714386467014,9.128328103339776,Medium,2023-01-22 22:00:00
Karnataka,12.886156802412671,77.41569498822015,17.642880800108177,Rain,Rural,39.74788226761215,1.006872550126557,Medium,2.9796990174945845,-0.005010482745399203,0.11109035513728674,High,2023-08-04 17:00:00
Tamil Nadu,13.15718024147615,80.24922835224666,2.545261479551911,Rain,Urban,99.92193339802351,-0.014527157901854694,High,3.0179368103577793,1.0067621544109835,5.892039730395556,High,2023-04-01 03:00:00
Uttar Pradesh,27.38292748968573,80.94622548161739,20.095166522959417,Rain,Rural,100.0402416208966,0.9276430056824956,High,2.9583768966817017,0.9977665029554643,6.03161384555024,High,2023-10-31 20:00:00
Karnataka,12.799611722816865,77.51530428829912,10.544880689583943,Clear,Highway,100.15527591810566,0.029820200905428737,Medium,1.016622362323687,-0.005549306961506608,7.194869057521758,Low,2023-10-19 10:00:00
Uttar Pradesh,26.564153942424298,81.21812601799687,21.20833612692195,Rain,Urban,97.28516552924033,1.0448686920042662,Low,3.005480162455777,-0.0035455861256196764,1.7818104943914124,High,2023-09-07 21:00:00
Delhi,28.488811467041522,77.48176323938566,11.061091314442617,Rain,Urban,80.0164730373855,-0.01531049752523819,Medium,2.0139860883947414,-0.015009072770093302,7.9772007793100554,Medium,2023-04-08 11:00:00
Maharashtra,19.38302397392265,72.86841934731973,,Fog,Urban,57.49398828789261,0.9733327930943152,Medium,1.989022915113206,-0.007043046728772938,7.041123504546538,Medium,2023-08-18 07:00:00
Maharashtra,19.17930200036547,72.98649534544631,1.5194836222872017,Rain,Highway,60.823002856816665,0.9965723747714185,Medium,3.076911853121683,-0.010366683097855161,9.00143759585988,High,2023-07-08 02:00:00
Tamil Nadu,12.883611145637119,80.32156504335522,17.267788348485304,Fog,Urban,79.37604710139352,0.9953122495004322,Medium,1.9667378790699324,-0.002251073073650192,7.122099403617199,Medium,2023-05-19 17:00:00
,13.194850477726174,77.47607160950278,8.523769398266506,Clear,Urban,57.57552093787683,1.024888778912842,High,2.035854744239705,0.005554672902956794,0.7850029563496179,Medium,2023-10-02 08:00:00
Delhi,28.690134680630358,76.81806831147463,5.847387964988239,Clear,Rural,79.0848453484726,1.0013660307443986,Medium,1.9619255681707841,0.004632084660007582,0.8556253969169916,Medium,2023-04-10 06:00:00
Karnataka,13.329765896863563,77.4989128373912,6.603886297248211,Rain,Highway,39.35924330470412,-0.019816219243842702,Medium,2.01861262883485,0.010510250926848368,4.097899802395663,Medium,2023-01-24 07:00:00
Maharashtra,18.873646390758335,72.76800877356887,16.145160653208567,Rain,Rural,101.33832969011748,-0.03296131492096665,Low,2.0212493088500345,0.008647178030401211,-0.2443362136312947,Medium,2023-10-21 17:00:00
Karnataka,12.874001805316924,77.79635602731351,14.658934665815433,Rain,Urban,60.22101806711116,0.021641562839312515,Medium,2.0020288635097514,-0.004420673891711705,4.1165206656156235,Medium,2023-09-02 15:00:00
Maharashtra,18.998258011247195,72.8639075802947,1.9604753277813902,Rain,Urban,40.38715129226448,0.014988271519375276,Low,2.9817202421083446,,2.0645666264672666,High,2023-10-16 02:00:00
Karnataka,12.527718293770523,77.59874464772204,2.5561022155948647,Clear,Highway,101.32767656962271,0.02651486464961992,High,2.005208529153767,-0.00027226782096622515,8.106494711337419,Medium,2023-07-14 02:00:00
Tamil Nadu,13.133388723340179,80.4661750599105,14.234085233759993,Rain,Rural,79.89193516721811,-0.024205460890254975,Medium,2.0098539142141534,-0.01798933320210552,8.932638446681402,Medium,2023-02-20 14:00:00
Delhi,28.836314899688322,76.91287105839183,20.10609480568509,Clear,Urban,40.847696703095814,0.045962426605808605,High,,-0.010179986561371096,3.073181901276926,Low,2023-03-30 20:00:00
Uttar Pradesh,26.86362577367953,80.85006650925189,1.860856609127762,Clear,Highway,100.76865031213443,0.9564062107194804,Medium,2.9678066154726284,0.9986009753272354,3.831730550211224,High,2023-01-17 02:00:00
Delhi,28.65171025050598,77.3048116399645,8.79720152947354,Fog,Urban,98.55402631084259,0.017740606095286736,High,0.9794842250755033,-0.0014459392864653343,2.9405022109084,Low,2023-05-16 09:00:00
,26.40377753446897,81.14919652059646,21.488820200568636,Clear,Urban,61.6556129068433,-0.047741131505532004,Low,1.010508056812019,0.004284593390907256,4.005216069539679,Low,2023-03-14 21:00:00
Maharashtra,18.983581051700348,72.98157371757168,1.0698077198931897,Clear,,78.40360069561584,0.9802410688477244,High,2.990550432815277,0.0038774521084874365,0.8709940504199682,High,2023-08-28 01:00:00
Karnataka,12.841676638102875,77.66784274500712,21.26881126267869,Rain,Urban,101.0311072630063,1.0390268504124924,High,2.996308023771859,-0.014808366933363699,1.0313069281068616,High,2023-11-03 22:00:00
Maharashtra,18.817008615468122,72.84600637480382,,Fog,Urban,78.29483115856154,0.020784786542768496,High,1.0395009250359009,0.004337043684990273,0.8357611854498995,Low,2023-04-28 13:00:00
Uttar Pradesh,26.79099312502576,80.97635211343753,17.7015515599176,Clear,Rural,40.67578172740706,-0.013655957277546484,Medium,0.895919143544646,0.001493531417587012,7.038561974985738,Low,2023-09-23 18:00:00
Tamil Nadu,13.127866512582287,80.31722601765317,7.81003426249726,Clear,Rural,102.09276624025179,-0.012971350557196075,Medium,0.9779329081593181,0.005213292990886623,7.250024140660264,Low,2023-06-28 08:00:00
Tamil Nadu,13.690271257788304,80.1283206751932,10.195754684424891,Rain,Rural,59.76061497356674,1.0025156350948907,Low,2.935698530224297,0.008922236397138976,5.819618973225652,High,2023-12-22 10:00:00
Tamil Nadu,13.096196718798666,80.2605083461298,8.962635564730554,Fog,Urban,39.71185984861235,1.0128539454135959,High,1.9558688518389913,-0.0011949355899260078,0.9967617345354668,Medium,2023-06-11 09:00:00
Karnataka,13.135410315407377,77.44842490955944,9.973269713024138,Clear,Urban,40.686126007832776,1.0312905085470465,High,2.0887417470243,0.010416900528584079,5.76775884693386,Medium,2023-01-28 10:00:00
Delhi,28.706780514687857,77.05048061645286,16.456766130642414,Rain,Rural,99.62976299787567,-0.011406223383175162,Medium,2.0220751661626313,-0.00743808891511679,2.8804382833254842,Medium,2023-05-17 16:00:00
Uttar Pradesh,26.32699962060336,80.97005652217914,,Rain,Urban,102.04371979149889,-0.04029594526952515,High,,0.9920907570949026,0.10075736015275735,High,2023-11-19 04:00:00
Uttar Pradesh,26.73661096768358,81.31644330245913,7.648283672066707,Fog,Highway,40.21602139605051,1.0039243441001398,Medium,1.9970280840801287,0.0035858376961667654,0.938187830587323,Medium,2023-04-26 07:00:00
Maharashtra,19.062973657441127,72.9146515050511,13.766549800932305,Clear,Rural,99.64013395788102,0.9885638548151382,Low,2.0280000434700067,-0.0030840166305099873,8.10656510292275,Medium,2023-12-28 14:00:00
Karnataka,13.752492087790563,77.38927956134677,13.031019069385398,Rain,Urban,99.39272663527989,-0.032516906732495805,Low,1.9348056126246327,0.002188042821664619,6.051083282360332,Medium,2023-04-08 13:00:00
Uttar Pradesh,26.807872975643534,80.97041681742503,15.902210199662349,Fog,Highway,78.95137898881156,,Low,2.0383180056997494,0.01666738323412629,4.990739086299186,Medium,2023-09-17 16:00:00
Karnataka,13.012032090078556,77.65169104426795,0.042919552310909166,Rain,Rural,99.29441218884239,-0.005328018211389923,Medium,2.9697439664245047,0.0032908138640717986,6.852238737891358,High,2023-10-03 00:00:00
Tamil Nadu,13.087025689535322,80.42792271669654,11.154608842634632,Rain,Rural,99.60584801796506,1.0076630559347817,High,2.9803919929352496,1.0017743817065112,5.098394564866394,High,2023-04-07 11:00:00
Delhi,28.251763370589472,77.06461462777533,18.15086813327178,Rain,Highway,39.451900512520005,0.9776381632055787,Medium,3.018642407016617,-0.0072693221989533685,7.043655171693205,High,2023-12-28 18:00:00
Tamil Nadu,13.569487738912937,80.0974138489782,11.73810010043888,Fog,Rural,99.26022021197282,0.012168161460477256,Low,1.0116783465731731,-0.01421699404382752,1.780666002730304,Low,2023-09-15 12:00:00
Uttar Pradesh,27.02120411207303,81.03808478645325,9.609501429217023,Clear,Urban,102.35906814112468,-0.03292853250308726,Low,1.003122870515742,-0.0006067100286863938,1.8615525788880447,Low,2023-07-29 10:00:00
Delhi,29.030942209487712,76.87089296957879,2.870489117654786,Rain,Urban,98.84218756419813,-0.020693961951054125,Medium,2.949695457885582,0.008922275360249152,4.602535266762279,High,2023-12-12 02:00:00
Uttar Pradesh,26.53190894518845,80.9778098071146,11.831692294444888,Rain,Rural,100.16481297439954,-0.006073054517519701,High,2.0036835852655326,-0.0027007425058912338,8.80397875302848,Medium,2023-02-05 12:00:00
Delhi,29.170405612644913,77.01925499239779,20.243154233762198,Fog,Urban,40.66598531459151,1.0435468854431564,Low,2.035449149300921,0.003357445740109358,0.9550181607641037,Medium,2023-11-21 20:00:00
Maharashtra,18.544289357205773,72.86254711930117,13.440935587806232,Clear,Rural,40.708232560115995,0.019621276318780162,Medium,0.9803487674139653,0.011929849490416788,4.848443119093356,Low,2023-01-29 14:00:00
Karnataka,13.067336920496455,77.62754083450986,10.90276343368874,Rain,Urban,59.93412646782259,1.0269306939120064,Low,3.0485272486474164,0.011720932801601299,8.880623079107067,High,2023-12-16 11:00:00
Delhi,29.510904980072954,77.07149871375763,4.955765848779781,,Highway,99.72945368114557,0.035428085215501094,High,0.9677936379412485,0.0035862031396943074,7.199601600550853,Low,2023-10-26 05:00:00
Delhi,28.367726846053262,77.04031180859039,7.164423542375589,Rain,Rural,100.50753305461272,1.0900737510532676,Medium,3.000241647439062,1.00142260677713,0.14767524315640376,High,2023-08-27 07:00:00
Karnataka,12.841121614382866,77.59308341747071,20.053254470325342,Fog,Highway,100.29956660098486,1.0010397607150667,Low,2.0566606826820064,-0.012700384397687907,8.900287747890044,Medium,2023-06-03 21:00:00
Tamil Nadu,13.066818929785061,80.31506742989218,22.057776136744035,Rain,Urban,59.70893389736763,1.0355111851796102,Medium,2.9748531968818748,-0.0052703411345258345,7.113903912766407,High,2023-02-24 22:00:00
Delhi,28.546342755459452,77.08639326609389,11.600172297941965,Fog,Urban,78.24447036508727,1.0253167098478304,High,2.038896931076552,-0.0023479712140162803,0.17438211555481356,Medium,2023-10-31 12:00:00
Tamil Nadu,12.569656449652946,80.31340352509842,8.112792662884326,Clear,Rural,39.4740602910457,1.0249016274869251,High,2.0728737900520153,-0.007128080813611066,4.088786076895301,Medium,2023-04-28 08:00:00
Uttar Pradesh,26.87521453311168,81.09924087056835,10.639611914997996,Clear,Rural,78.71129367753589,0.044357442045583305,Low,1.0063123159331175,0.002077823834027168,1.042907870371545,Low,2023-11-18 11:00:00
Maharashtra,18.80144222226412,72.87161404545898,8.702502089608581,Rain,Urban,79.25012201168535,-0.010483168835671082,High,1.9805506396836332,0.015987184513963606,1.1576526312176278,Medium,2023-06-01 09:00:00
Karnataka,13.236007648582717,77.56146341265904,,Rain,Highway,60.03734245468257,0.9875324664023158,Low,2.9714823700776045,0.012693096376049238,8.110456146074592,High,2023-09-14 23:00:00
Karnataka,12.657745987649012,77.3991355553942,4.63404774901783,Rain,Urban,80.40321440046716,0.007994399453279842,Medium,2.0481458637094248,0.0020395763111731623,6.8258731820858,Medium,2023-02-08 05:00:00
Delhi,29.23444040580258,77.07850385280489,6.834630782251129,Fog,Rural,102.00120395083262,0.9954323562260896,High,2.047115911045031,0.00651843599338818,0.972880778379682,Medium,2023-07-22 07:00:00
